age,income,region,promo,loyalty,price,y,w
44,66513.24278313215,2,0,0.9439874097072998,25.4400217323162,1,1.0
41,39641.861784513145,1,1,0.6866346615359615,43.830659796523186,0,1.0
37,46251.24059647983,0,0,0.18888134584132,28.378966020131777,1,1.0
42,64183.60539566717,2,0,0.9964077373323236,18.106739954585215,1,1.0
75,37616.01372413096,2,0,0.9947324784604991,6.898595782067904,1,1.0
23,15000.0,3,0,0.05285137655547367,44.288460982667935,1,1.0
41,42751.91072852735,1,0,0.5419102108366536,6.547788939280657,1,1.0
59,47570.91074176246,2,1,0.47314587078446435,41.15985895725351,1,1.0
51,41267.668825463734,3,1,0.791837720371459,38.589944891708356,0,1.0
34,25506.406447510628,3,0,0.9537124415157778,7.719190622954743,1,1.0
35,40647.13834577463,0,0,0.5247430481945102,40.86024477064385,1,1.0
51,27846.68291863907,1,0,0.7716023283166964,31.649993890835386,1,1.0
63,38378.362175836606,2,1,0.07148083569317953,21.435214307588,1,1.0
61,40661.12372479489,0,0,0.7467813579368691,48.821864366518604,1,1.0
60,26439.886780242414,1,1,0.8628365371284683,31.876087997948392,0,1.0
19,50858.64408527722,1,0,0.7221717864162835,35.03807571281311,1,1.0
73,37201.66056766921,3,0,0.34634738683667443,42.661691109051,1,1.0
45,28777.173949387186,1,1,0.9735332591847589,46.1711934307099,0,1.0
79,45646.53329390143,3,0,0.4582468233738224,35.53663846456186,1,1.0
23,28615.16604599913,3,0,0.6808533816640389,37.00784705424756,1,1.0
35,54875.861641936855,3,0,0.9295553648356748,16.799632923741108,1,1.0
51,23246.826326501974,0,0,0.052441656555296756,44.659751040360675,1,1.0
21,53915.06263754884,0,0,0.7490254914256536,8.704302772874328,1,1.0
47,28038.024771659402,0,0,0.3757865693933684,49.43370707618478,1,1.0
59,16688.173832464137,2,1,0.6916910499673181,49.28742835735138,0,1.0
40,25614.066612761948,0,0,0.3769960236936638,11.098805974333969,1,1.0
25,41324.665198309194,2,1,0.47313595460389857,37.04760209298615,1,1.0
35,18182.195837020863,3,0,0.7897395198137578,33.27645892262378,1,1.0
18,38494.041636075046,3,1,0.04488064843192241,35.707977255317516,1,1.0
53,38215.38985365082,0,0,0.11201362365680567,32.80601194841433,1,1.0
65,24908.55503503529,0,0,0.15333084609514336,13.88061260560032,1,1.0
52,41519.599408405025,2,0,0.019973185949438865,25.247703729602595,1,1.0
26,42899.91213039159,3,1,0.428773839345456,18.48340727481613,1,1.0
45,45698.499065666154,3,0,0.5335822046293467,46.767947206167975,1,1.0
54,27949.239302669906,1,0,0.4486402271268196,42.40386606141077,1,1.0
73,69154.80016310398,2,0,0.5798846879964384,6.632556271689037,1,1.0
19,37089.64804342982,1,0,0.8447433564855423,37.289195897045424,1,1.0
34,17113.830423257205,2,1,0.010846742740603266,19.871352864550182,1,1.0
34,54492.10242911019,2,1,0.3739091393364644,34.447697737843825,1,1.0
62,46760.497798539815,3,0,0.015896178146888484,32.50087033803025,1,1.0
61,27716.64798903327,0,1,0.029080944883286164,24.071955212320706,1,1.0
68,32707.287536186555,1,0,0.3077470126571128,28.62352716080202,1,1.0
48,37518.339774903245,1,0,0.3037514072769364,28.28166863368573,1,1.0
67,24790.519126493375,1,1,0.9700398584022647,12.963493153561027,0,1.0
71,44935.16643282942,1,0,0.464978421558055,8.64846786701281,1,1.0
29,46975.37891005367,1,0,0.030332463137312193,20.558535275094933,1,1.0
23,53693.42666287596,0,1,0.7937417361081767,38.38908671433512,0,1.0
57,15417.649409928708,2,0,0.10683095517778096,17.36097733186899,1,1.0
40,38154.382243150816,0,0,0.5392417572283418,43.08334592063921,1,1.0
71,33817.14267349214,2,0,0.5439395077020032,24.24949067884191,1,1.0
29,29707.834652069956,0,1,0.09292764867653769,33.68974477005886,1,1.0
57,52666.60900296713,1,1,0.11156236675989328,17.46903139239437,1,1.0
37,48929.234466408525,1,0,0.0764223509158306,31.32493062004923,1,1.0
20,40406.87072947417,2,0,0.38084213524476096,9.712084416361165,1,1.0
29,39262.286329405244,0,0,0.9135987645451337,25.311353950997365,1,1.0
66,26296.553734106586,1,1,0.017642969166168143,43.44462786269733,1,1.0
28,30632.920505969167,3,1,0.7141989312514879,27.74250787628963,0,1.0
27,67156.4313758598,0,0,0.8635396330415152,44.59896032942075,1,1.0
69,48832.518018843344,2,0,0.18378767509395721,10.023641713958515,1,1.0
54,42983.7770565803,0,0,0.34636955958810567,22.442077006737804,1,1.0
42,48397.97654105513,0,0,0.15949525317013535,10.30724475366602,1,1.0
63,36104.95619436278,1,0,0.7101592020407849,20.837947676974704,1,1.0
36,38933.15155850486,3,1,0.7638065248585688,45.12036460797682,0,1.0
30,39727.09484192609,0,1,0.8649000046812483,24.397813356891703,0,1.0
57,41797.85447712751,0,0,0.06441927964866245,45.58453239770918,1,1.0
27,70362.71286567165,0,0,0.07790606736799155,17.18873769438911,1,1.0
76,15000.0,0,1,0.8621265352950519,11.597644622626145,0,1.0
78,46461.56639806312,3,1,0.11825122684606737,29.340783402807105,1,1.0
23,28487.211939676206,0,1,0.8047757160109347,6.931534162471466,0,1.0
74,41264.744952242065,3,1,0.0889618331682469,26.90165404852115,1,1.0
19,41805.69109926867,1,1,0.6618927812490013,14.57511513835931,0,1.0
73,21283.2657228825,3,0,0.26851430907848717,15.56042887417606,1,1.0
33,28460.245452489537,1,0,0.5923362978876416,15.627792975981663,1,1.0
23,45363.312604378945,1,0,0.21882096015286012,5.314704345039662,1,1.0
22,43249.06718011634,3,0,0.5323983165543558,25.319241471752903,1,1.0
55,29107.202958293565,1,1,0.12389673214219654,32.83104679025779,1,1.0
23,42117.97919983963,0,0,0.6943565246711713,13.037162241429606,1,1.0
41,43384.501584676385,1,0,0.2211960524904396,11.343183128845045,1,1.0
78,51965.86544284472,3,1,0.4950044696278525,29.162949603335313,1,1.0
19,42265.54220173619,0,1,0.7096052504799938,7.108987908362606,0,1.0
65,31743.10295548739,1,1,0.1624807754953752,48.77674417319267,1,1.0
76,52482.761608195404,0,0,0.7094504125951101,17.814709812181835,1,1.0
68,15000.0,3,0,0.9159412662575152,30.598882286984068,1,1.0
21,48184.11333231111,1,0,0.32517356297949684,49.93396240277818,1,1.0
36,36450.91067944249,0,0,0.22775104192841145,12.34392498116857,1,1.0
28,15000.0,3,0,0.24192762658195432,39.1905058607646,1,1.0
64,23296.811800410323,0,1,0.912995846415199,18.708404045407132,0,1.0
37,26386.094596856776,3,0,0.7006421422513234,10.849150714033673,1,1.0
78,44178.049688137864,0,0,0.4352922628778254,23.579570248351885,1,1.0
35,41264.66342070923,3,1,0.5084956111781397,37.4186569550109,1,1.0
75,34867.5020720172,3,1,0.8918686025235466,48.93529052154179,0,1.0
55,43011.531110222386,2,0,0.2845985621681617,29.714950554207938,1,1.0
28,53591.91016592314,1,0,0.4005362904205352,43.76651692788286,1,1.0
70,54584.313021441165,1,0,0.39135501633591263,30.111332921530337,1,1.0
51,42737.47486884828,1,0,0.03742468182567671,42.671666973624866,1,1.0
43,50437.20995259301,2,0,0.43678341087787276,29.40036678032737,1,1.0
56,58887.50476756162,0,0,0.549780028417522,16.138007580379806,1,1.0
30,17484.551393565318,1,0,0.757068612248768,14.164243418577279,1,1.0
